register;register_hex;in_main;in_display;main_name;display_name;main_type;display_type;main_unit;display_unit;main_mode;display_mode;main_function;display_function;main_block;display_block;main_code;display_code;main_value_map;display_value_map;main_bit_map;display_bit_map;main_notes;display_notes;differences;classification;remark
1112;0x0458;yes;no;Umgebungstemperatur des Start-Gleitabtauens;;TEMP1;;;;r/w;;03/16;;D;;D07;;;;;;;;;MAIN_ONLY;Register exists only in main mapping.
1113;0x0459;yes;no;Saugsungstemperatur des Start-Gleitabtauens;;TEMP1;;;;r/w;;03/16;;D;;D08;;;;;;;;;MAIN_ONLY;Register exists only in main mapping.
1114;0x045A;yes;no;Umgebungstemperatur des Stopp-Gleitabtauens;;TEMP1;;;;r/w;;03/16;;D;;D09;;;;;;;;;MAIN_ONLY;Register exists only in main mapping.
1115;0x045B;yes;no;Saugsungstemperatur des Stopp-Gleitabtauens;;TEMP1;;;;r/w;;03/16;;D;;D10;;;;;;;;;MAIN_ONLY;Register exists only in main mapping.
1116;0x045C;yes;no;Min. Einlasswassertemperatur des Abtauens;;TEMP1;;°C;;r/w;;03/16;;D;;D11;;;;;;;;;MAIN_ONLY;Register exists only in main mapping.
1117;0x045D;yes;no;Saugsdruck des erzwungenen Abtauens;;BAR_X10;;bar;;r/w;;03/16;;D;;D12;;;;;;;;;MAIN_ONLY;Register exists only in main mapping.
1118;0x045E;yes;no;Heizbetriebszeit vor dem erzwungenen Abtauen;;MINUTES;;min;;r/w;;03/16;;D;;D13;;;;;;;;;MAIN_ONLY;Register exists only in main mapping.
1119;0x045F;yes;no;Lüftermotorleistungsverhältnis zur Verlängerung des Abtauzyklus;;DIGI19;;;;r/w;;03/16;;D;;D14;;;;;;Skalierung: Wert / 100.;;;MAIN_ONLY;Register exists only in main mapping.
1120;0x0460;yes;no;Lüftermotorleistungsverhältnis zum Eintritt in das erzwungene Abtauen;;DIGI19;;;;r/w;;03/16;;D;;D15;;;;;;Skalierung: Wert / 100.;;;MAIN_ONLY;Register exists only in main mapping.
1121;0x0461;yes;no;Max. Lüftermotorleistung zum Eintritt in das erzwungene Abtauen;;WATT;;W;;r/w;;03/16;;D;;D16;;;;;;;;;MAIN_ONLY;Register exists only in main mapping.
1122;0x0462;yes;no;Verdampfertemperatur des Abtauausgangs;;TEMP1;;;;r/w;;03/16;;D;;D17;;;;;;;;;MAIN_ONLY;Register exists only in main mapping.
1123;0x0463;yes;no;Verteilerrohrtemperatur des Abtauausgangs;;TEMP1;;;;r/w;;03/16;;D;;D18;;;;;;;;;MAIN_ONLY;Register exists only in main mapping.
1124;0x0464;yes;no;Max. Abtauzeit;;MINUTES;;min;;r/w;;03/16;;D;;D19;;;;;;;;;MAIN_ONLY;Register exists only in main mapping.
1125;0x0465;yes;no;Abtaufrequenz;;HZ;;Hz;;r/w;;03/16;;D;;D20;;;;;;;;;MAIN_ONLY;Register exists only in main mapping.
1126;0x0466;yes;no;Elektrische Heizung während des Abtauens aktivieren;;DIGI1;;;;r/w;;03/16;;D;;D21;;"{""0"":""Nein"",""1"":""Ja""}";;;;;;;MAIN_ONLY;Register exists only in main mapping.
1127;0x0467;yes;no;Wasserdurchfluss beim Abtauen;;FLOW_M3H_X10;;m³/h;;r/w;;03/16;;D;;D22;;;;;;;;;MAIN_ONLY;Register exists only in main mapping.
1128;0x0468;yes;no;Max. Abtauzyklus durch Lüftermotorleistung;;MINUTES;;min;;r/w;;03/16;;D;;D23;;;;;;;;;MAIN_ONLY;Register exists only in main mapping.
1129;0x0469;yes;no;Wassertank-Abtauquelle im Heizung+WW/Kühlung+WW-Modus;;DIGI1;;;;r/w;;03/16;;D;;D24;;"{""0"":""nicht umschalten"",""1"":""WW-Seite / WW-Tank"",""2"":""Heizseite / Pufferspeicher""}";;;;;;;MAIN_ONLY;Register exists only in main mapping.
1130;0x046A;yes;no;Max. Einlasswassertemperaturabfall beim Abtauen;;TEMP1;;;;r/w;;03/16;;D;;D25;;;;;;;;;MAIN_ONLY;Register exists only in main mapping.
1131;0x046B;yes;no;EEV Regelmodus;;DIGI1;;;;r/w;;03/16;;E;;E17;;"{""0"":""Manual"",""1"":""Auto"",""2"":""Smart""}";;;;;;;MAIN_ONLY;Register exists only in main mapping.
1132;0x046C;yes;no;Ziel-Überhitzung Heizen;;TEMP1;;°C;;r/w;;03/16;;E;;E02;;;;;;;;;MAIN_ONLY;Register exists only in main mapping.
1133;0x046D;yes;no;EEV Anfangsschritte Heizen;;STEPS_N;;N;;r/w;;03/16;;E;;E03;;;;;;;;;MAIN_ONLY;Register exists only in main mapping.
1134;0x046E;yes;no;Mischventil-Stellwert im Kühlbetrieb;;PERCENT;;%;;r/w;;03/16;;Z;;Z14;;;;;;;;;MAIN_ONLY;Register exists only in main mapping.
1135;0x046F;yes;no;Zone 2 maximale Wasser-Solltemperatur;;TEMP1;;;;r/w;;03/16;;Z;;Z15;;;;;;;;;MAIN_ONLY;Register exists only in main mapping.
1136;0x0470;yes;no;Mischventil Regel-I (DIGI5 laut ASM-Kommentar) (ASM);;DIGI5;;;;r/w;;03/16;;Z;;Z16;;;;;;;;;MAIN_ONLY;Register exists only in main mapping.
1137;0x0471;yes;no;EEV minimale Anfangsschritte;;STEPS_N;;N;;r/w;;03/16;;E;;E07;;;;;;;;;MAIN_ONLY;Register exists only in main mapping.
1138;0x0472;yes;no;EEV Anfangsschritte Kühlen;;STEPS_N;;N;;r/w;;03/16;;E;;E08;;;;;;;;;MAIN_ONLY;Register exists only in main mapping.
1139;0x0473;yes;no;EVI-EEV Anpassungsmodus;;DIGI1;;;;r/w;;03/16;;E;;E09;;"{""0"":""Manual"",""1"":""Auto""}";;;;;;;MAIN_ONLY;Register exists only in main mapping.
1140;0x0474;yes;no;EVI-EEV Anfangsschritte;;STEPS_N;;N;;r/w;;03/16;;E;;E10;;;;;;;;;MAIN_ONLY;Register exists only in main mapping.
1141;0x0475;yes;no;System 2 EVI/Enthalpie vorhanden wenn Wert != 0 (ASM V1.3);;RAW;;;;r/w;;03/16;;;;;;;;;;;;;MAIN_ONLY;Register exists only in main mapping.
1142;0x0476;yes;no;EEV Anfangsschritte Heizen 2;;STEPS_N;;N;;r/w;;03/16;;E;;E03-2;;;;;;;;;MAIN_ONLY;Register exists only in main mapping.
1143;0x0477;yes;no;EVI-EEV Ziel-Überhitzungsgrad;;TEMP1;;°C;;r/w;;03/16;;E;;E13;;;;;;;;;MAIN_ONLY;Register exists only in main mapping.
1144;0x0478;yes;no;EVI-EEV minimale Schritte;;STEPS_N;;N;;r/w;;03/16;;E;;E14;;;;;;;;;MAIN_ONLY;Register exists only in main mapping.
1145;0x0479;yes;no;Temperatur-/Hystereseparameter (ASM);;TEMP1;;;;r/w;;03/16;;E;;E15;;;;;;;;;MAIN_ONLY;Register exists only in main mapping.
1146;0x047A;yes;no;Temperatur-/Hystereseparameter (ASM);;TEMP1;;;;r/w;;03/16;;E;;E16;;;;;;;;;MAIN_ONLY;Register exists only in main mapping.
1147;0x047B;yes;no;Abtau-EEV Schritte;;STEPS_N;;N;;r/w;;03/16;;E;;E17;;;;;;;;;MAIN_ONLY;Register exists only in main mapping.
1148;0x047C;yes;no;Ziel-Überhitzung Kühlen;;TEMP1;;°C;;r/w;;03/16;;E;;E18;;;;;;;;;MAIN_ONLY;Register exists only in main mapping.
1149;0x047D;yes;no;EEV Anpassungsbereich im Smart-Modus;;PERCENT;;%;;r/w;;03/16;;E;;E19;;;;;;Vermutung, noch nicht verifiziert: E19 begrenzt vermutlich, wie stark der Smart-Algorithmus vom normalen/Auto-EEV-Wert abweichen darf. Bei Default 20 % dürfte Smart den berechneten EEV-Wert vermutlich um bis zu ca. 20 % korrigieren.;;;MAIN_ONLY;Register exists only in main mapping.
1150;0x047E;yes;no;Reserviert;;RAW;;;;r/w;;03/16;;;;;;;;;;;;;MAIN_ONLY;Register exists only in main mapping.
1151;0x047F;yes;no;Reserviert;;RAW;;;;r/w;;03/16;;;;;;;;;;;;;MAIN_ONLY;Register exists only in main mapping.
1152;0x0480;yes;no;Desinfektionswassertemperatur;;TEMP1;;°C;;r/w;;03/16;;G;;G01;;;;;;;;;MAIN_ONLY;Register exists only in main mapping.
1153;0x0481;yes;no;Desinfektionsdauer;;MINUTES;;min;;r/w;;03/16;;G;;G02;;;;;;;;;MAIN_ONLY;Register exists only in main mapping.
1154;0x0482;yes;no;Desinfektionsstartzeit;;HOURS;;h;;r/w;;03/16;;G;;G03;;;;;;;;;MAIN_ONLY;Register exists only in main mapping.
1155;0x0483;yes;no;Intervallzeit der Desinfektion;;DAYS;;days;;r/w;;03/16;;G;;G04;;;;;;;;;MAIN_ONLY;Register exists only in main mapping.
1156;0x0484;yes;no;Desinfektion aktivieren;;DIGI1;;;;r/w;;03/16;;G;;G05;;"{""0"":""NO"",""1"":""YES""}";;;;;;;MAIN_ONLY;Register exists only in main mapping.
1157;0x0485;yes;no;Warmwasser-Solltemperatur;;TEMP1;;°C;;r/w;;03/16;;R;;R01;;;;;;Warmwasser-Solltemperatur für WP-Steuerung;;;MAIN_ONLY;Register exists only in main mapping.
1158;0x0486;yes;no;Heizungssolltemperatur;;TEMP1;;°C;;r/w;;03/16;;R;;R02;;;;;;Heizungssolltemperatur für WP-Steuerung;;;MAIN_ONLY;Register exists only in main mapping.
1159;0x0487;yes;no;Kühlsolltemperatur;;TEMP1;;°C;;r/w;;03/16;;R;;R03;;;;;;Kühlsolltemperatur für WP-Steuerung;;;MAIN_ONLY;Register exists only in main mapping.
1160;0x0488;yes;no;Heizung Einschalt-Rücklaufdifferenz;;TEMP1;;°C;;r/w;;03/16;;R;;R04;;;;;;;;;MAIN_ONLY;Register exists only in main mapping.
1161;0x0489;yes;no;Heizung Standby-/Abschalt-Temperaturdifferenz;;TEMP1;;°C;;r/w;;03/16;;R;;R05;;;;;;;;;MAIN_ONLY;Register exists only in main mapping.
1162;0x048A;yes;no;Min. Kühlsolltemperatur;;TEMP1;;°C;;r/w;;03/16;;R;;R08;;;;;;;;;MAIN_ONLY;Register exists only in main mapping.
1163;0x048B;yes;no;Max. Kühlsolltemperatur;;TEMP1;;°C;;r/w;;03/16;;R;;R09;;;;;;;;;MAIN_ONLY;Register exists only in main mapping.
1164;0x048C;yes;no;Min. Heizungssolltemperatur;;TEMP1;;°C;;r/w;;03/16;;R;;R10;;;;;;;;;MAIN_ONLY;Register exists only in main mapping.
1165;0x048D;yes;no;Max. Heizungssolltemperatur;;TEMP1;;°C;;r/w;;03/16;;R;;R11;;;;;;;;;MAIN_ONLY;Register exists only in main mapping.
1166;0x048E;yes;no;Rückkehrdifferenz zum Verlassen des Hochtemperatur-Modus;;TEMP1;;°C;;r/w;;03/16;;R;;R15;;;;;;;;;MAIN_ONLY;Register exists only in main mapping.
1167;0x048F;yes;no;Niedrige AT für Wassertemperaturbegrenzung EIN;;TEMP1;;°C;;r/w;;03/16;;R;;R29;;;;;;;;;MAIN_ONLY;Register exists only in main mapping.
1168;0x0490;yes;no;Niedrige AT für Wassertemperaturbegrenzung AUS;;TEMP1;;°C;;r/w;;03/16;;R;;R30;;;;;;;;;MAIN_ONLY;Register exists only in main mapping.
1169;0x0491;yes;no;Max. Auslasswassertemperaturbegrenzung bei niedriger AT;;TEMP1;;°C;;r/w;;03/16;;R;;R31;;;;;;;;;MAIN_ONLY;Register exists only in main mapping.
1170;0x0492;yes;no;Hohe AT für Wassertemperaturbegrenzung EIN;;TEMP1;;°C;;r/w;;03/16;;R;;R32;;;;;;;;;MAIN_ONLY;Register exists only in main mapping.
1171;0x0493;yes;no;Hohe AT für Wassertemperaturbegrenzung AUS;;TEMP1;;°C;;r/w;;03/16;;R;;R33;;;;;;;;;MAIN_ONLY;Register exists only in main mapping.
1172;0x0494;yes;no;Max. Auslasswassertemperaturbegrenzung bei hoher AT;;TEMP1;;°C;;r/w;;03/16;;R;;R34;;;;;;;;;MAIN_ONLY;Register exists only in main mapping.
1173;0x0495;yes;no;Position des elektrischen Heizers;;DIGI1;;;;r/w;;03/16;;R;;R35;;"{""0"":""Not Available"",""1"":""Heating water circuit"",""2"":""Tank/buffer heater""}";;;;;;;MAIN_ONLY;Register exists only in main mapping.
1174;0x0496;yes;no;Kühlung Einschalt-Rücklaufdifferenz;;TEMP1;;°C;;r/w;;03/16;;R;;R06;;;;;;;;;MAIN_ONLY;Register exists only in main mapping.
1175;0x0497;yes;no;Kühlung Standby-/Abschalt-Temperaturdifferenz;;TEMP1;;°C;;r/w;;03/16;;R;;R07;;;;;;;;;MAIN_ONLY;Register exists only in main mapping.
1176;0x0498;yes;no;Min. WW-Solltemperatur;;TEMP1;;°C;;r/w;;03/16;;R;;R36;;;;;;;;;MAIN_ONLY;Register exists only in main mapping.
1177;0x0499;yes;no;Max. WW-Solltemperatur;;TEMP1;;°C;;r/w;;03/16;;R;;R37;;;;;;;;;MAIN_ONLY;Register exists only in main mapping.
1178;0x049A;yes;no;Temperatur-/Hystereseparameter R12;;TEMP1;;°C;;r/w;;03/16;;R;;R12;;;;;;In App nicht sichtbar.;;;MAIN_ONLY;Register exists only in main mapping.
1179;0x049B;yes;no;Temperatur-/Hystereseparameter R13;;TEMP1;;°C;;r/w;;03/16;;R;;R13;;;;;;In App nicht sichtbar.;;;MAIN_ONLY;Register exists only in main mapping.
1180;0x049C;yes;no;Temperatur-/Hystereseparameter R14;;TEMP1;;°C;;r/w;;03/16;;R;;R14;;;;;;In App nicht sichtbar.;;;MAIN_ONLY;Register exists only in main mapping.
1181;0x049D;yes;no;Blockkopf Paket 3 / Kennung Wort 1 / ASCII Zeichen 1-2;;BLOCK;;;;read;;03;;;;;;;;;;;;;MAIN_ONLY;Register exists only in main mapping.
1182;0x049E;yes;no;Blockkopf Paket 3 / Kennung Wort 2 / ASCII Zeichen 3-4;;BLOCK;;;;read;;03;;;;;;;;;;;;;MAIN_ONLY;Register exists only in main mapping.
1183;0x049F;yes;no;Blockkopf Paket 3 / Kennung Wort 3 / ASCII Zeichen 5-6;;BLOCK;;;;read;;03;;;;;;;;;;;;;MAIN_ONLY;Register exists only in main mapping.
1184;0x04A0;yes;no;Blockkopf Paket 3 / Kennung Wort 4 / ASCII Zeichen 7-8;;BLOCK;;;;read;;03;;;;;;;;;;;;;MAIN_ONLY;Register exists only in main mapping.
1185;0x04A1;yes;no;Blockkopf Paket 3 / Kennung Wort 5 / ASCII Zeichen 9-10;;BLOCK;;;;read;;03;;;;;;;;;;;;;MAIN_ONLY;Register exists only in main mapping.
1186;0x04A2;yes;no;Blockkopf Paket 3 / Kennung Wort 6 / ASCII Zeichen 11-12;;BLOCK;;;;read;;03;;;;;;;;;;;;;MAIN_ONLY;Register exists only in main mapping.
1187;0x04A3;yes;no;Blockkopf Paket 3 / Reserve 1;;BLOCK;;;;read;;03;;;;;;;;;;;;;MAIN_ONLY;Register exists only in main mapping.
1188;0x04A4;yes;no;Blockkopf Paket 3 / Reserve 2;;BLOCK;;;;read;;03;;;;;;;;;;;;;MAIN_ONLY;Register exists only in main mapping.
1189;0x04A5;yes;no;Blockkopf Paket 3 / Marker-Länge;;BLOCK;;;;read;;03;;;;;;;;;;;;;MAIN_ONLY;Register exists only in main mapping.
1190;0x04A6;yes;no;Blockkopf Paket 3 / erstes Blockkopf-Register;;BLOCK;;;;read;;03;;;;;;;;;;;;;MAIN_ONLY;Register exists only in main mapping.
1191;0x04A7;yes;no;Paketmarker / Syncwort / Blockkopfkennung;;BLOCK;;;;read;;03;;;;;;;;;;;;;MAIN_ONLY;Register exists only in main mapping.
1192;0x04A8;yes;no;AT für Auto-Start Heizmodus;;TEMP1;;°C;;r/w;;03/16;;R;;R39;;;;;;;;;MAIN_ONLY;Register exists only in main mapping.
1193;0x04A9;yes;no;Temperaturparameter, Celsius-Grenze 60 °C (ASM V1.3);;TEMP1;;;;r/w;;03/16;;R;;R40;;;;;;;;;MAIN_ONLY;Register exists only in main mapping.
1194;0x04AA;yes;no;Temperaturparameter, Celsius-Grenze 60 °C (ASM V1.3);;TEMP1;;;;r/w;;03/16;;R;;R41;;;;;;;;;MAIN_ONLY;Register exists only in main mapping.
1195;0x04AB;yes;no;WW-Tank Einschalt-Rücklaufdifferenz;;TEMP1;;°C;;r/w;;03/16;;R;;R16;;;;;;;;;MAIN_ONLY;Register exists only in main mapping.
1196;0x04AC;yes;no;WW-Tank Standby-Temperaturdifferenz;;TEMP1;;°C;;r/w;;03/16;;R;;R17;;;;;;;;;MAIN_ONLY;Register exists only in main mapping.
1197;0x04AD;yes;no;Betriebsmodus der Hauptumwälzpumpe;;DIGI1;;;;r/w;;03/16;;P;;P01;;"{""0"":""Always On"",""1"":""Saving"",""2"":""Interval""}";;;;;;;MAIN_ONLY;Register exists only in main mapping.
1198;0x04AE;yes;no;Intervallzeit;;MINUTES;;min;;r/w;;03/16;;P;;P02;;;;;;;;;MAIN_ONLY;Register exists only in main mapping.
1199;0x04AF;yes;no;Betriebsdauer;;MINUTES;;min;;r/w;;03/16;;P;;P03;;;;;;;;;MAIN_ONLY;Register exists only in main mapping.
1200;0x04B0;yes;no;EEV Anfangsschritte Heizen 1;;STEPS_N;;N;;r/w;;03/16;;E;;E03-1;;;;;;;;;MAIN_ONLY;Register exists only in main mapping.
1201;0x04B1;yes;no;WW-Pumpenbetriebsmodus;;DIGI1;;;;r/w;;03/16;;P;;P05;;"{""0"":""Always On"",""1"":""Saving"",""2"":""Interval""}";;;;;;;MAIN_ONLY;Register exists only in main mapping.
1202;0x04B2;yes;no;Manuelle Steuerung der Hauptumwälzpumpe;;DIGI1;;;;r/w;;03/16;;P;;P06;;"{""0"":""NO"",""1"":""YES""}";;;;;;;MAIN_ONLY;Register exists only in main mapping.
1203;0x04B3;yes;no;Schutzintervall der Umwälzpumpe;;DAYS;;days;;r/w;;03/16;;P;;P09;;;;;;;;;MAIN_ONLY;Register exists only in main mapping.
1204;0x04B4;yes;no;Nennleistung Hauptumwälzpumpe;;RAW;;W;;r/w;;03/16;;P;;P08;;;;;;Einheit sicher: Watt.;;;MAIN_ONLY;Register exists only in main mapping.
1205;0x04B5;yes;no;Drehzahl der Umwälzpumpe;;PERCENT;;%;;r/w;;03/16;;P;;P10;;;;;;;;;MAIN_ONLY;Register exists only in main mapping.
1206;0x04B6;yes;no;EEV Anfangsschritte Heizen 3;;STEPS_N;;N;;r/w;;03/16;;E;;E03-3;;"{""0"":""Nein"",""1"":""Ja""}";;;;;;;MAIN_ONLY;Register exists only in main mapping.
1207;0x04B7;yes;no;EEV Anfangsschritte Heizen 4;;STEPS_N;;N;;r/w;;03/16;;E;;E03-4;;;;;;;;;MAIN_ONLY;Register exists only in main mapping.
1208;0x04B8;yes;no;EEV Anfangsschritte Heizen 5;;STEPS_N;;N;;r/w;;03/16;;E;;E03-5;;"{""0"":""Nein"",""1"":""Ja""}";;;;;;;MAIN_ONLY;Register exists only in main mapping.
1209;0x04B9;yes;no;EEV Min. Schritte 1;;STEPS_N;;N;;r/w;;03/16;;E;;E07-1;;;;;;;;;MAIN_ONLY;Register exists only in main mapping.
1210;0x04BA;yes;no;EEV Min. Schritte 2;;STEPS_N;;N;;r/w;;03/16;;E;;E07-2;;;;;;;;;MAIN_ONLY;Register exists only in main mapping.
1211;0x04BB;yes;no;EEV Min. Schritte 3;;STEPS_N;;N;;r/w;;03/16;;E;;E07-3;;;;;;;;;MAIN_ONLY;Register exists only in main mapping.
1212;0x04BC;yes;no;Offset Inlet Temperatur;;TEMP1;;K;;r/w;;03/16;;;;;;;;;;;;;MAIN_ONLY;Register exists only in main mapping.
1213;0x04BD;yes;no;Offset outlet Temperatur;;TEMP1;;K;;r/w;;03/16;;;;;;;;;;;;;MAIN_ONLY;Register exists only in main mapping.
1214;0x04BE;yes;no;Offset WW Temperatur;;TEMP1;;K;;r/w;;03/16;;;;;;;;;;;;;MAIN_ONLY;Register exists only in main mapping.
1215;0x04BF;yes;no;EEV Min. Schritte 4;;STEPS_N;;N;;r/w;;03/16;;E;;E07-4;;;;;;;;;MAIN_ONLY;Register exists only in main mapping.
1216;0x04C0;yes;no;EEV Min. Schritte 5;;STEPS_N;;N;;r/w;;03/16;;E;;E07-5;;;;;;;;;MAIN_ONLY;Register exists only in main mapping.
1217;0x04C1;yes;no;Max. Kompressorfrequenz im Kühlbetrieb bei hoher Umgebungstemperatur;;HZ;;Hz;;r/w;;03/16;;C;;C11;;;;;;;;;MAIN_ONLY;Register exists only in main mapping.
1218;0x04C2;yes;no;Manuelle Kompressorfrequenz;;HZ;;Hz;;r/w;;03/16;;C;;C01;;;;;;;;;MAIN_ONLY;Register exists only in main mapping.
1219;0x04C3;yes;no;Min. Kompressorfrequenz;;HZ;;Hz;;r/w;;03/16;;C;;C02;;;;;;;;;MAIN_ONLY;Register exists only in main mapping.
1220;0x04C4;yes;no;Max. Kompressorfrequenz;;HZ;;Hz;;r/w;;03/16;;C;;C03;;;;;;;;;MAIN_ONLY;Register exists only in main mapping.
1221;0x04C5;yes;no;Kompressormodellauswahl;;DIGI1;;;;r/w;;03/16;;C;;C04;;;;;;;;;MAIN_ONLY;Register exists only in main mapping.
1222;0x04C6;yes;no;Min. Kompressorfrequenz im Kühlbetrieb bei niedriger Umgebungstemperatur;;HZ;;Hz;;r/w;;03/16;;C;;C05;;;;;;;;;MAIN_ONLY;Register exists only in main mapping.
1223;0x04C7;yes;no;Frequenzregelungsmodus;;DIGI1;;;;r/w;;03/16;;C;;C06;;;;;;;;;MAIN_ONLY;Register exists only in main mapping.
1224;0x04C8;yes;no;Resonanzpunkt 1;;HZ;;Hz;;r/w;;03/16;;C;;C07;;;;;;;;;MAIN_ONLY;Register exists only in main mapping.
1225;0x04C9;yes;no;Resonanzpunkt 2;;HZ;;Hz;;r/w;;03/16;;C;;C08;;;;;;;;;MAIN_ONLY;Register exists only in main mapping.
1226;0x04CA;yes;no;Resonanzpunkt 3;;HZ;;Hz;;r/w;;03/16;;C;;C09;;;;;;;;;MAIN_ONLY;Register exists only in main mapping.
1227;0x04CB;yes;no;Min. Kompressorfrequenz im Heizbetrieb bei niedriger Umgebungstemperatur;;HZ;;Hz;;r/w;;03/16;;C;;C10;;;;;;;;;MAIN_ONLY;Register exists only in main mapping.
1228;0x04CC;yes;no;Max. Auslasswassertemperatur im Heizbetrieb;;TEMP1;;°C;;r/w;;03/16;;R;;R42;;;;;;;;;MAIN_ONLY;Register exists only in main mapping.
1229;0x04CD;yes;no;Max. Zielwassertemperaturbegrenzung bei niedriger AT im Heizbetrieb;;TEMP1;;°C;;r/w;;03/16;;R;;R43;;;;;;;;;MAIN_ONLY;Register exists only in main mapping.
1230;0x04CE;yes;no;Max. Zielwassertemperaturbegrenzung bei hoher AT im Heizbetrieb;;TEMP1;;°C;;r/w;;03/16;;R;;R44;;;;;;;;;MAIN_ONLY;Register exists only in main mapping.
1231;0x04CF;yes;no;AT zum Starten des elektrischen Heizers ohne Verzögerung;;TEMP1;;°C;;r/w;;03/16;;R;;R45;;;;;;;;;MAIN_ONLY;Register exists only in main mapping.
1232;0x04D0;yes;no;Temp.-Differenz zwischen max. WW-Solltemp. und max. Auslasstemp.;;TEMP1;;°C;;r/w;;03/16;;R;;R46;;;;;;;;;MAIN_ONLY;Register exists only in main mapping.
1233;0x04D1;yes;no;AT zum Start der Frequenzbegrenzung im Kühlbetrieb;;TEMP1;;°C;;r/w;;03/16;;R;;R60;;;;;;;;;MAIN_ONLY;Register exists only in main mapping.
1234;0x04D2;yes;no;AT-Kompensation Slope / Steigung;;DIGI5;;;;r/w;;03/16;;;;;;;;;;;;;MAIN_ONLY;Register exists only in main mapping.
1235;0x04D3;yes;no;AT-Kompensation Offset / Versatz;;TEMP1;;°C;;r/w;;03/16;;;;;;;;;;;;;MAIN_ONLY;Register exists only in main mapping.
1236;0x04D4;yes;no;AT-Kompensationskurve Zone 1 aktivieren;;DIGI1;;;;r/w;;03/16;;H;;H36;;"{""0"":""Nein"",""1"":""Ja""}";;;;;;;MAIN_ONLY;Register exists only in main mapping.
1237;0x04D5;yes;no;AT zum Stoppen der Frequenzbegrenzung im Kühlbetrieb;;TEMP1;;°C;;r/w;;03/16;;R;;R61;;;;;;;;;MAIN_ONLY;Register exists only in main mapping.
1238;0x04D6;yes;no;Max. Wärmepumpen-Auslasswassertemperatur;;TEMP1;;°C;;r/w;;03/16;;R;;R62;;;;;;;;;MAIN_ONLY;Register exists only in main mapping.
1239;0x04D7;yes;no;Ziel-Raumtemperatur;;TEMP1;;°C;;r/w;;03/16;;R;;R70;;;;;;;;;MAIN_ONLY;Register exists only in main mapping.
1240;0x04D8;yes;no;Raumtemperaturdifferenz zum Einschalten im Heizbetrieb;;TEMP1;;°C;;r/w;;03/16;;R;;R71;;;;;;;;;MAIN_ONLY;Register exists only in main mapping.
1241;0x04D9;yes;no;Raumtemperaturdifferenz für Standby im Heizbetrieb;;TEMP1;;°C;;r/w;;03/16;;R;;R72;;;;;;;;;MAIN_ONLY;Register exists only in main mapping.
1242;0x04DA;yes;no;Raumtemperaturdifferenz zum Einschalten im Kühlbetrieb;;TEMP1;;°C;;r/w;;03/16;;R;;R73;;;;;;;;;MAIN_ONLY;Register exists only in main mapping.
1243;0x04DB;yes;no;Raumtemperaturdifferenz für Standby im Kühlbetrieb;;TEMP1;;°C;;r/w;;03/16;;R;;R74;;;;;;;;;MAIN_ONLY;Register exists only in main mapping.
1244;0x04DC;yes;no;Silentmodus Timer Start aktivieren;;DIGI1;;;;r/w;;03/16;;;;;;"{""0"":""Aus"",""1"":""Ein""}";;;;;;;MAIN_ONLY;Register exists only in main mapping.
1245;0x04DD;yes;no;Silentmodus Timer Start Stunde;;DIGI1;;;;r/w;;03/16;;;;;;;;;;;;;MAIN_ONLY;Register exists only in main mapping.
1246;0x04DE;yes;no;Silentmodus Timer Start Minute;;DIGI1;;;;r/w;;03/16;;;;;;;;;;;;;MAIN_ONLY;Register exists only in main mapping.
1247;0x04DF;yes;no;Silentmodus Timer Stop aktivieren;;DIGI1;;;;r/w;;03/16;;;;;;"{""0"":""Aus"",""1"":""Ein""}";;;;;;;MAIN_ONLY;Register exists only in main mapping.
1248;0x04E0;yes;no;Silentmodus Timer Stop Stunde;;DIGI1;;;;r/w;;03/16;;;;;;;;;;;;;MAIN_ONLY;Register exists only in main mapping.
1249;0x04E1;yes;no;Silentmodus Timer Stop Minute;;DIGI1;;;;r/w;;03/16;;;;;;;;;;;;;MAIN_ONLY;Register exists only in main mapping.
1250;0x04E2;yes;no;Systemzeit aktivieren;;DIGI1;;;;r/w;;03/16;;;;;;"{""0"":""Nein"",""1"":""Ja""}";;;;;;;MAIN_ONLY;Register exists only in main mapping.
1251;0x04E3;yes;no;Aktuelle Systemminute;;DIGI1;;;;r/w;;03/16;;;;;;;;;;;;;MAIN_ONLY;Register exists only in main mapping.
1252;0x04E4;yes;no;Aktuelle Systemstunde;;DIGI1;;;;r/w;;03/16;;;;;;;;;;;;;MAIN_ONLY;Register exists only in main mapping.
1253;0x04E5;yes;no;Aktueller Systemtag;;DIGI1;;;;r/w;;03/16;;;;;;;;;;;;;MAIN_ONLY;Register exists only in main mapping.
1254;0x04E6;yes;no;Aktueller Systemmonat;;DIGI1;;;;r/w;;03/16;;;;;;;;;;;;;MAIN_ONLY;Register exists only in main mapping.
1255;0x04E7;yes;no;Aktuelles Systemjahr;;RAW;;;;r/w;;03/16;;;;;;;;;;;;;MAIN_ONLY;Register exists only in main mapping.
1256;0x04E8;yes;no;WP Ein/Aus Timer 1 Startzeit;;TIME_HHMM;;;;r/w;;03/16;;KG;;KG1;;;;;;;;;MAIN_ONLY;Register exists only in main mapping.
